,,网络应用模型,,,,
,,CS,,,,
,,P2P,,,,
,,DNS,,,,
,,作用(DNS),,,,
,,协议与端口(DNS),,,,
,,服务器分类,,,,
,,本地域名服务器,,,,
,,根域名服务器,,,,
,,顶级域名服务器,,,,
,,权限域名服务器,,,,
,,查询方式,,,,
,,FTP,,,,
,,作用(FTP),,,,
,,协议与端口(FTP),,,,
,,电子邮件,,,,
,,STMP,,,,
,,POP3,,,,
,,万维网,,,,
,,URL,,,,
,,HTTP,,,,
,,应用层使用TCP的协议,,,,
